1785167569466,Sing,Bee
1785167569896,Walk,Bat
1785167570009,Dance,bear
1785167570213,Sing,brice
1785167570745,Walk,Ant
1785167571801,Dance,alice
1785167571803,Play,Bee
1785167572120,Exercise,bear
1785167572230,Sing,Bat
1785167572550,Sing,brice
1785167572885,Exercise,Ant
1785167574150,Sing,alice
1785167574151,Sing,Bee
1785167574370,Exercise,Bat
1785167574485,Walk,bear
1785167575196,Walk,Ant
1785167575411,Explore,brice
1785167576470,Dance,alice
1785167576677,Exercise,bear
1785167576789,Dance,Bat
1785167576995,Explore,Bee
1785167577520,Play,Ant
1785167577730,Sing,brice
1785167578774,Exercise,alice
1785167578989,Sing,bear
1785167579099,Walk,Bat
1785167579309,Sing,Bee
1785167579851,Dance,Ant
1785167580562,Explore,brice
1785167581207,Dance,alice
1785167581316,Dance,bear
1785167581962,Explore,Bat
1785167582173,Explore,Bee
1785167582173,Dance,Ant
1785167583008,Talk,alice;bear
1785167583456,Explore,brice
1785167584299,Sing,Bat
1785167584518,Dance,Ant
1785167584629,Dance,Bee
1785167585797,Walk,brice
1785167586006,Explore,bear
1785167586117,Explore,alice
1785167586657,Walk,Bat
1785167586762,Exercise,Bee
1785167586865,Play,Ant
1785167587595,Talk,brice;bear
1785167588565,Fight,Bee;Ant
1785167588985,Explore,alice
1785167589495,Explore,Bat
1785167589707,Exercise,bear
1785167589821,Exercise,brice
1785167590886,Play,Ant
1785167590887,Dance,Bee
1785167591310,Walk,alice
1785167591839,Sing,Bat
1785167592051,Sing,bear
1785167592152,Walk,brice
1785167593196,Play,Bee
1785167593751,Sing,alice
1785167593851,Explore,Ant
1785167593852,Talk,bear;brice
1785167594163,Play,Bat
1785167595553,Dance,Bee
1785167596195,Dance,Ant
1785167596196,Walk,bear
1785167596196,Play,brice
1785167596618,Explore,alice
1785167596619,Sing,Bat
1785167597345,Talk,Bee;brice
1785167598521,Walk,Ant
1785167598521,Dance,bear
1785167598731,Exercise,Bat
1785167598951,Dance,alice
1785167599478,Exercise,Bee
1785167600234,Explore,brice
1785167600877,Dance,Ant
1785167601095,Dance,Bat
1785167601200,Walk,bear
1785167601200,Exercise,alice
1785167601917,Walk,Bee
1785167602331,Exercise,brice
1785167602861,Talk,Bat;bear
1785167603173,Walk,Ant
1785167603485,Play,alice
1785167604006,Exercise,Bee
1785167604657,Play,brice
1785167604973,Exercise,bear
1785167605186,Play,Bat
1785167605506,Sing,Ant
1785167605715,Exercise,alice
1785167606332,Walk,Bee
1785167606761,Exercise,brice
1785167606762,Fight,bear;Ant
1785167607607,Sing,Bat
1785167608051,Dance,alice
1785167608700,Dance,Bee
1785167609122,Sing,Ant
1785167609122,Sing,bear
1785167609234,Play,brice
1785167609963,Dance,Bat
1785167610172,Exercise,alice
1785167610486,Talk,Bee;brice
1785167611561,Walk,bear
1785167611986,Explore,Ant
1785167612094,Exercise,Bat
1785167612533,Walk,alice
1785167612642,Exercise,brice
1785167612846,Walk,Bee
1785167613908,Sing,bear
1785167614330,Dance,Ant
1785167614443,Sing,Bat
1785167614879,Walk,alice
1785167614983,Walk,brice
1785167614984,Exercise,Bee
1785167616252,Sing,bear
1785167616695,Walk,Ant
1785167616795,Play,Bat
1785167617315,Sing,alice
1785167617315,Dance,Bee
1785167617838,Explore,brice
1785167618362,Exercise,bear
1785167618672,Fight,Bat;Bee
1785167618986,Walk,Ant
1785167619930,Exercise,brice
1785167620250,Explore,alice
1785167620463,Talk,Bat;Ant
1785167620679,Play,bear
1785167621105,Walk,Bee
1785167622276,Walk,brice
1785167622376,Exercise,alice
1785167622795,Walk,Ant
1785167622796,Sing,Bat
1785167623129,Walk,bear
1785167623999,Explore,Bee
1785167624924,Dance,alice
1785167624924,Exercise,Ant
1785167625339,Explore,brice
1785167625340,Walk,Bat
1785167625538,Walk,bear
1785167626706,Fight,alice;bear
1785167626706,Talk,Ant;Bat
1785167626924,Explore,Bee
1785167627558,Exercise,brice
1785167629054,Sing,Ant
